GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
100288520	2.95e-05	1.96e-07	0.845	5.2030451	4.3961914	1283.82	USP17L15	ubiquitin specific peptidase 17 like family member 15
100287441	2.95e-05	1.91e-07	0.794	5.2078748	4.1367824	218.25	USP17L20	ubiquitin specific peptidase 17 like family member 20
100287238	3.53e-05	2.42e-07	0.853	5.1638911	4.4068658	1370.45	USP17L13	ubiquitin specific peptidase 17 like family member 13
823	4.38e-05	3.10e-07	0.764	5.1174348	3.9087929	272.81	CAPN1	calpain 1
100287327	4.72e-05	3.44e-07	0.85	5.0977978	4.3345548	1293.87	USP17L17	ubiquitin specific peptidase 17 like family member 17
100287364	4.73e-05	3.65e-07	0.79	5.08654	4.0178347	214.07	USP17L18	ubiquitin specific peptidase 17 like family member 18
160419	4.73e-05	3.61e-07	0.856	5.0883046	4.3556448	155.36	C12orf50	chromosome 12 open reading frame 50
100287478	4.88e-05	3.87e-07	0.796	5.0753049	4.0406966	213.89	USP17L21	ubiquitin specific peptidase 17 like family member 21
100287513	4.96e-05	4.04e-07	0.794	5.0672922	4.0234249	218.29	USP17L22	ubiquitin specific peptidase 17 like family member 22
391622	5.80e-05	4.84e-07	0.796	5.0323769	4.0080298	209.73	USP17L6P	ubiquitin specific peptidase 17 like family member 6, pseudogene
100505483	5.85e-05	5.02e-07	0.762	5.0256803	3.8272504	119.58	PRKAG2-AS1	PRKAG2 antisense RNA 1
100287205	6.56e-05	6.18e-07	0.8	4.9854271	3.9907496	217.62	USP17L12	ubiquitin specific peptidase 17 like family member 12
100288562	6.56e-05	5.90e-07	0.864	4.9944029	4.3176564	643.8	LOC100288562	
9252	6.56e-05	5.92e-07	0.826	4.9937134	4.1233257	91.51	RPS6KA5	ribosomal protein S6 kinase A5
124935	6.56e-05	6.13e-07	0.777	4.9871864	3.8763712	2585.46	SLC43A2	solute carrier family 43 member 2
100287404	7.40e-05	7.29e-07	0.798	4.9533813	3.952591	215.07	USP17L19	ubiquitin specific peptidase 17 like family member 19
101929627	7.40e-05	7.29e-07	0.871	4.95358	4.3137044	652.35	LOC101929627	putative exonuclease GOR
101929601	7.90e-05	7.96e-07	0.862	4.9363806	4.2555349	695.79	LOC101929601	putative exonuclease GOR
5976	8.47e-05	8.71e-07	1.063	-4.9188072	-5.226914	31.97	UPF1	UPF1 RNA helicase and ATPase
100288527	8.50e-05	8.92e-07	0.877	4.9140972	4.3079815	649.97	REXO1L2P	REXO1 like 2, pseudogene
282770	8.99e-05	9.63e-07	0.913	4.8990789	4.4740709	126.3	OR10AG1	olfactory receptor family 10 subfamily AG member 1
100142659	1.10e-04	1.20e-06	0.692	4.8555085	3.3601725	75.37	CTAGE8	CTAGE family member 8
219432	1.39e-04	1.55e-06	0.904	4.8047314	4.34461	135.6	OR4C6	olfactory receptor family 4 subfamily C member 6
7570	1.43e-04	1.62e-06	0.863	4.795665	4.1369663	47.36	ZNF22	zinc finger protein 22
731275	1.52e-04	1.76e-06	0.835	4.7794724	3.9889476	167.41	LINC01347	long intergenic non-protein coding RNA 1347
728262	2.02e-04	2.42e-06	0.803	4.7147591	3.7844938	219.83	FAM157A	family with sequence similarity 157 member A
221749	2.02e-04	2.39e-06	1.106	-4.717029	-5.2156818	88.79	PXDC1	PX domain containing 1
51710	2.59e-04	3.16e-06	1.006	4.6601158	4.6876071	64.6	ZNF44	zinc finger protein 44
286365	3.05e-04	3.86e-06	0.858	4.6187441	3.9606179	233.39	OR13D1	olfactory receptor family 13 subfamily D member 1
5015	3.05e-04	3.86e-06	0.898	4.6189538	4.1466044	177.91	OTX2	orthodenticle homeobox 2
391195	3.43e-04	4.41e-06	1.351	4.5912522	6.2015391	609.74	OR2T33	olfactory receptor family 2 subfamily T member 33
282775	3.57e-04	4.66e-06	0.892	4.5795348	4.0844529	4665.28	OR5J2	olfactory receptor family 5 subfamily J member 2
55206	3.74e-04	4.97e-06	1.159	-4.5660635	-5.2920189	60.58	SBNO1	strawberry notch homolog 1
728403	3.97e-04	5.35e-06	1.141	4.5504161	5.1905781	58.06	TSPY8	testis specific protein Y-linked 8
100288069	4.18e-04	5.73e-06	0.835	4.5361392	3.7896334	126.23	LOC100288069	uncharacterized LOC100288069
100128553	4.51e-04	6.29e-06	0.711	4.5165383	3.2135163	76.4	CTAGE4	CTAGE family member 4
6575	4.56e-04	6.53e-06	1.203	-4.5085451	-5.4228228	137.34	SLC20A2	solute carrier family 20 member 2
388572	4.56e-04	6.73e-06	0.839	4.5020595	3.7759032	129.78	LOC388572	replaced by ID 112268070
2700	4.56e-04	6.74e-06	0.859	4.5017721	3.8657787	63.18	GJA3	gap junction protein alpha 3
50506	4.56e-04	6.73e-06	1.691	4.5020862	7.6136268	696.02	DUOX2	dual oxidase 2
101929823	4.69e-04	7.03e-06	0.84	4.4927472	3.7722583	125.19	LOC101929823	uncharacterized LOC101929823
83932	7.80e-04	1.20e-05	1.207	-4.3769239	-5.2843717	46.15	SPRTN	SprT-like N-terminal domain
100288687	7.80e-04	1.20e-05	0.87	4.3777864	3.8097907	106.84	DUX4	double homeobox 4
7587	7.84e-04	1.23e-05	0.799	4.3729929	3.4958648	322.12	ZNF37A	zinc finger protein 37A
441452	7.85e-04	1.25e-05	0.887	4.3695021	3.8766071	10637.74	SPATA31C1	SPATA31 subfamily C member 1
100996442	8.68e-04	1.43e-05	0.889	4.3388411	3.8579003	345.15	LOC100996442	WAS protein family homolog 2-like
81300	8.68e-04	1.41e-05	0.884	4.3421053	3.8394316	296.06	OR4P4	olfactory receptor family 4 subfamily P member 4
102723570	8.68e-04	1.42e-05	0.87	4.340765	3.7754554	892.38	CDC27P9	cell division cycle 27 pseudogene 9
80228	8.79e-04	1.47e-05	1.032	4.3330136	4.472931	157.62	ORAI2	ORAI calcium release-activated calcium modulator 2
399844	8.79e-04	1.51e-05	0.958	4.3277939	4.1462188	92.8	LINC01002	long intergenic non-protein coding RNA 1002
102724621	8.79e-04	1.49e-05	0.868	4.330113	3.7576045	940.46	LOC102724621	cell division cycle protein 27 homolog
102723584	8.87e-04	1.54e-05	0.871	4.3229682	3.7653017	933.69	CDC27P10	cell division cycle 27 pseudogene 10
102723603	8.97e-04	1.58e-05	0.866	4.3178984	3.7402276	1021.27	CDC27P11	cell division cycle 27 pseudogene 11
7422	1.13e-03	2.01e-05	1.115	-4.2638747	-4.7554249	44.76	VEGFA	vascular endothelial growth factor A
100132403	1.39e-03	2.50e-05	0.892	4.2150217	3.7594777	358.22	FAM157B	family with sequence similarity 157 member B
390264	1.52e-03	2.76e-05	1.338	4.1924126	5.6086798	250.83	OR10G4	olfactory receptor family 10 subfamily G member 4
414060	1.55e-03	2.87e-05	0.933	4.183912	3.9037778	64.79	TBC1D3C	TBC1 domain family member 3C
8906	1.58e-03	2.95e-05	1.106	-4.1769461	-4.6205786	6.62	AP1G2	adaptor related protein complex 1 subunit gamma 2
902	1.66e-03	3.15e-05	0.998	-4.1620456	-4.1553497	63.15	CCNH	cyclin H
105370972	1.66e-03	3.16e-05	0.863	4.1618092	3.5907471	52.81	LOC105370972	uncharacterized LOC105370972
134353	1.69e-03	3.26e-05	0.877	4.1545611	3.6424504	51.9	LSM11	LSM11, U7 small nuclear RNA associated
55512	1.73e-03	3.40e-05	0.78	4.1447091	3.2310557	453.2	SMPD3	sphingomyelin phosphodiesterase 3
100133991	1.73e-03	3.39e-05	0.99	4.1457411	4.1041844	69.88	MAP3K14-AS1	MAP3K14 antisense RNA 1
353345	1.80e-03	3.58e-05	1.389	4.1330094	5.7420011	274.32	GPR141	G protein-coupled receptor 141
84529	1.84e-03	3.70e-05	1.205	-4.1252488	-4.9709027	36.61	CDIN1	CDAN1 interacting nuclease 1
10871	1.88e-03	3.82e-05	0.827	4.1179501	3.4058372	30.39	CD300C	CD300c molecule
440686	2.07e-03	4.26e-05	0.876	4.0926845	3.5844354	88.07	H3-7	H3.7 histone (putative)
10671	2.12e-03	4.41e-05	1.183	-4.0849169	-4.8333906	128.67	DCTN6	dynactin subunit 6
728395	2.24e-03	4.70e-05	1.176	4.0699896	4.7849855	77.14	TSPY4	testis specific protein Y-linked 4
55154	2.81e-03	5.96e-05	1.575	4.01434	6.3228903	294.81	MSTO1	misato mitochondrial distribution and morphology regulator 1
81099	2.82e-03	6.04e-05	1.048	4.0110899	4.2029947	177.21	OR4F17	olfactory receptor family 4 subfamily F member 17
26682	2.89e-03	6.26e-05	1.049	4.0027004	4.200674	179.5	OR4F4	olfactory receptor family 4 subfamily F member 4
729873	2.93e-03	6.40e-05	0.984	3.9976511	3.9352837	63.37	TBC1D3	TBC1 domain family member 3
153579	2.93e-03	6.47e-05	0.951	3.9951209	3.8005443	34.39	BTNL9	butyrophilin like 9
91975	3.37e-03	7.50e-05	0.787	3.9598001	3.1144414	99.38	ZNF300	zinc finger protein 300
81399	3.47e-03	7.80e-05	1.04	3.9504498	4.1081415	56.18	OR4F16	olfactory receptor family 4 subfamily F member 16
79501	3.55e-03	8.06e-05	1.045	3.9427141	4.1196719	181.19	OR4F5	olfactory receptor family 4 subfamily F member 5
102723859	3.70e-03	8.49e-05	0.958	3.930202	3.7637586	40.76	TBC1D3E	TBC1 domain family member 3E
26149	3.73e-03	8.70e-05	0.753	3.924211	2.9556951	67.67	ZNF658	zinc finger protein 658
6415	3.73e-03	8.70e-05	0.705	3.9241534	2.7668772	129.37	SELENOW	selenoprotein W
7265	3.83e-03	9.03e-05	1.255	-3.91532	-4.914018	193.83	TTC1	tetratricopeptide repeat domain 1
119764	3.87e-03	9.20e-05	0.901	3.9107298	3.5246648	161.13	OR4X2	olfactory receptor family 4 subfamily X member 2
107987399	3.91e-03	9.38e-05	0.797	3.9061253	3.1148748	37.38	LOC107987399	replaced by ID 101929819
645142	3.97e-03	9.62e-05	0.967	3.8998748	3.7715607	76.77	PPIAL4D	peptidylprolyl isomerase A like 4D
26683	4.07e-03	9.95e-05	1.031	3.8917568	4.0127546	61.67	OR4F3	olfactory receptor family 4 subfamily F member 3
3889	4.46e-03	1.10e-04	1.303	-3.8676427	-5.0391883	584.86	KRT83	keratin 83
390792	4.49e-03	1.12e-04	1.551	-3.8636141	-5.9912899	153.39	KRT39	keratin 39
2783	4.58e-03	1.15e-04	0.67	3.8568124	2.5838951	1940.34	GNB2	G protein subunit beta 2
729759	4.92e-03	1.24e-04	1.08	3.8371239	4.1431871	57.16	OR4F29	olfactory receptor family 4 subfamily F member 29
117159	4.95e-03	1.26e-04	1.199	3.8339602	4.5961056	601.65	DCD	dermcidin
730262	5.00e-03	1.29e-04	0.99	3.829162	3.7892697	78.16	PPIAL4E	peptidylprolyl isomerase A like 4E
7767	5.04e-03	1.31e-04	0.93	3.8254156	3.5568607	93.42	ZNF224	zinc finger protein 224
3447	5.32e-03	1.39e-04	1.329	3.8099796	5.0625497	221.13	IFNA13	interferon alpha 13
147947	5.39e-03	1.42e-04	1.191	3.8044418	4.5320304	130.18	ZNF542P	zinc finger protein 542, pseudogene
55286	5.48e-03	1.46e-04	1.096	3.7979112	4.1633592	57.37	C4orf19	chromosome 4 open reading frame 19
89790	5.48e-03	1.47e-04	0.885	3.7963334	3.3606646	155.68	SIGLEC10	sialic acid binding Ig like lectin 10
728945	5.80e-03	1.57e-04	0.992	3.780378	3.7515203	77.59	PPIAL4F	peptidylprolyl isomerase A like 4F
105377771	5.88e-03	1.60e-04	0.745	3.7747927	2.8139111	41.97	LOC105377771	
26269	5.89e-03	1.61e-04	1.261	-3.7727849	-4.7566909	59.76	FBXO8	F-box protein 8
3848	6.22e-03	1.72e-04	1.082	3.7570972	4.0644735	752.85	KRT1	keratin 1
349196	6.35e-03	1.78e-04	1.011	3.7489341	3.7916378	68.32	LINC00965	long intergenic non-protein coding RNA 965
5493	6.35e-03	1.78e-04	0.743	3.7479935	2.7846894	1655.2	PPL	periplakin
217	6.39e-03	1.81e-04	0.876	-3.7445733	-3.2799495	159.22	ALDH2	aldehyde dehydrogenase 2 family member
114132	6.43e-03	1.83e-04	0.886	3.7409763	3.3133029	151.82	SIGLEC11	sialic acid binding Ig like lectin 11
84220	6.44e-03	1.85e-04	0.9	-3.7389832	-3.3657145	23.85	RGPD5	RANBP2 like and GRIP domain containing 5
5875	6.82e-03	2.00e-04	1.203	-3.7187245	-4.4739545	34.24	RABGGTA	Rab geranylgeranyltransferase subunit alpha
107984754	6.82e-03	2.00e-04	1.154	3.7194125	4.2907526	126.75	LOC107984754	
102800317	6.82e-03	2.01e-04	0.597	3.7178907	2.2212179	783.58	TPTEP2-CSNK1E	TPTEP2-CSNK1E readthrough
1454	6.82e-03	2.02e-04	0.598	3.7168523	2.2220841	783.5	CSNK1E	casein kinase 1 epsilon
101060376	6.84e-03	2.04e-04	0.944	3.7142315	3.5044745	86.22	TBC1D3L	TBC1 domain family member 3L
401992	6.89e-03	2.07e-04	1.241	3.7100847	4.6034928	110.92	OR2T2	olfactory receptor family 2 subfamily T member 2
56128	6.89e-03	2.08e-04	1.269	3.7089613	4.7063714	93.73	PCDHB8	protocadherin beta 8
23253	7.23e-03	2.20e-04	1.115	-3.6950171	-4.1181084	150.15	ANKRD12	ankyrin repeat domain 12
728137	7.69e-03	2.36e-04	1.113	3.6774697	4.0943496	81.28	TSPY3	testis specific protein Y-linked 3
27430	8.99e-03	2.77e-04	1.259	-3.6355643	-4.5761084	70.63	MAT2B	methionine adenosyltransferase 2B
101928344	9.27e-03	2.88e-04	0.844	3.6258614	3.0593574	312.86	LOC101928344	uncharacterized LOC101928344
9645	9.98e-03	3.14e-04	1.217	-3.6032954	-4.386654	103.98	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
196383	9.98e-03	3.14e-04	0.855	-3.6034857	-3.08182	26.23	RILPL2	Rab interacting lysosomal protein like 2
441308	1.06e-02	3.39e-04	1.201	3.583415	4.3048002	52.67	OR4F21	olfactory receptor family 4 subfamily F member 21
3439	1.06e-02	3.40e-04	1.214	3.5825968	4.3493292	182.14	IFNA1	interferon alpha 1
101929819	1.06e-02	3.41e-04	0.821	3.5821964	2.9399786	103.93	LOC101929819	putative uncharacterized protein FLJ44672
677797	1.07e-02	3.46e-04	1.117	3.5778562	3.9981051	1107.39	SNORA7B	small nucleolar RNA, H/ACA box 7B
4302	1.07e-02	3.47e-04	1.079	-3.577219	-3.8606036	57.15	MLLT6	MLLT6, PHD finger containing
342926	1.15e-02	3.77e-04	0.854	3.5556827	3.0353354	42.53	ZNF677	zinc finger protein 677
3437	1.18e-02	3.88e-04	1.467	3.5481309	5.206466	387.04	IFIT3	interferon induced protein with tetratricopeptide repeats 3
79178	1.19e-02	3.94e-04	1.015	-3.5443271	-3.5971975	17.19	THTPA	thiamine triphosphatase
677815	1.19e-02	3.99e-04	1.111	3.5404166	3.9317072	459.64	SNORA2C	small nucleolar RNA, H/ACA box 2C
100302221	1.19e-02	3.99e-04	1.111	3.5406394	3.9323446	459.49	MIR1291	microRNA 1291
81704	1.22e-02	4.14e-04	0.947	-3.5312158	-3.3447964	133.19	DOCK8	dedicator of cytokinesis 8
441124	1.31e-02	4.47e-04	0.781	3.5104547	2.7429765	191.42	GTF2IP20	general transcription factor IIi pseudogene 20
11342	1.34e-02	4.60e-04	1.248	-3.5029238	-4.3716506	189.75	RNF13	ring finger protein 13
653404	1.36e-02	4.68e-04	1.049	3.4985918	3.6704659	45.7	FOXD4L6	forkhead box D4 like 6
10312	1.40e-02	4.85e-04	1.437	3.4886966	5.0118646	263.51	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
80301	1.45e-02	5.07e-04	1.272	3.4771614	4.4219263	675.66	PLEKHO2	pleckstrin homology domain containing O2
105379215	1.69e-02	5.97e-04	1.031	3.4329069	3.539094	55.71	LOC105379215	
79767	1.69e-02	5.95e-04	1.437	3.4338675	4.9360839	233.44	ELMO3	engulfment and cell motility 3
643854	1.71e-02	6.17e-04	0.851	3.4241229	2.914907	46.25	CTAGE9	CTAGE family member 9
23256	1.71e-02	6.13e-04	1.151	-3.4259522	-3.9426671	88.67	SCFD1	sec1 family domain containing 1
201176	1.71e-02	6.17e-04	1.046	-3.4240361	-3.5814103	29.12	ARHGAP27	Rho GTPase activating protein 27
90827	1.73e-02	6.28e-04	0.981	3.4190682	3.3541859	33.39	ZNF479	zinc finger protein 479
10780	1.73e-02	6.26e-04	0.982	3.4199948	3.3592922	54.53	ZNF234	zinc finger protein 234
100533183	1.73e-02	6.38e-04	0.913	3.4151147	3.1170688	43.76	ZNF664-RFLNA	ZNF664-RFLNA readthrough
144347	1.73e-02	6.38e-04	0.913	3.4151147	3.1170688	43.76	RFLNA	refilin A
192286	1.93e-02	7.16e-04	1.233	-3.3834332	-4.1729781	137.34	HIGD2A	HIG1 hypoxia inducible domain family member 2A
26100	2.07e-02	7.71e-04	0.685	3.3631497	2.3033224	3440.18	WIPI2	WD repeat domain, phosphoinositide interacting 2
3858	2.55e-02	9.54e-04	0.73	3.3036468	2.4104149	6742.62	KRT10	keratin 10
388327	2.62e-02	9.91e-04	1.609	3.292948	5.2986009	294.57	C17orf100	chromosome 17 open reading frame 100
400709	2.62e-02	9.92e-04	0.883	3.2928116	2.9085458	124.26	SIGLEC16	sialic acid binding Ig like lectin 16
2987	2.63e-02	1.00e-03	1.045	3.2900573	3.4367955	39.29	GUK1	guanylate kinase 1
7280	2.64e-02	1.01e-03	1.171	-3.2874969	-3.8495208	66.5	TUBB2A	tubulin beta 2A class IIa
8450	2.66e-02	1.03e-03	1.323	-3.2829125	-4.3437711	142.17	CUL4B	cullin 4B
6187	2.68e-02	1.04e-03	0.65	3.2799263	2.1333951	266.37	RPS2	ribosomal protein S2
643955	2.69e-02	1.05e-03	1.013	3.2773074	3.3184171	32.29	ZNF733P	zinc finger protein 733, pseudogene
3182	2.70e-02	1.06e-03	1.109	-3.2745801	-3.6312119	156.53	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
374897	2.71e-02	1.07e-03	0.612	3.2714115	2.0014169	5825.64	SBSN	suprabasin
646652	2.74e-02	1.09e-03	1.074	3.267261	3.5090882	446.63	LOC646652	integral membrane glycoprotein-like pseudogene
55422	2.75e-02	1.10e-03	0.997	3.2643739	3.2549279	116.13	ZNF331	zinc finger protein 331
219436	2.80e-02	1.12e-03	0.916	3.2584128	2.9852496	424.31	OR5D14	olfactory receptor family 5 subfamily D member 14
338324	2.82e-02	1.14e-03	1.192	-3.2543844	-3.8792325	101.18	S100A7A	S100 calcium binding protein A7A
84725	2.98e-02	1.21e-03	1.055	3.2376113	3.4169419	397.88	PLEKHA8	pleckstrin homology domain containing A8
729438	3.02e-02	1.23e-03	0.977	3.2321258	3.156192	650.82	CASTOR2	cytosolic arginine sensor for mTORC1 subunit 2
10463	3.04e-02	1.24e-03	1.054	-3.2290023	-3.4034564	98.53	SLC30A9	solute carrier family 30 member 9
26515	3.16e-02	1.30e-03	1.126	-3.2157278	-3.6209485	84.57	TIMM10B	translocase of inner mitochondrial membrane 10B
119749	3.21e-02	1.33e-03	1.207	3.2098034	3.8748171	319.69	OR4C46	olfactory receptor family 4 subfamily C member 46
6120	3.25e-02	1.35e-03	1.261	-3.2049212	-4.0422984	64.52	RPE	ribulose-5-phosphate-3-epimerase
84218	3.26e-02	1.36e-03	0.876	3.2026143	2.8053291	33.76	TBC1D3F	TBC1 domain family member 3F
27284	3.36e-02	1.43e-03	1.063	3.1879293	3.389393	142.42	SULT1B1	sulfotransferase family 1B member 1
728554	3.36e-02	1.43e-03	1.102	3.1884615	3.512875	143.86	LOC728554	THO complex 3 pseudogene
3107	3.36e-02	1.41e-03	0.954	3.1916498	3.0443213	3022.32	HLA-C	major histocompatibility complex, class I, C
113939925	3.36e-02	1.42e-03	1.072	3.1902368	3.4210092	138.89	BMS1P4-AGAP5	BMS1P4-AGAP5 readthrough
5641	3.43e-02	1.47e-03	1.211	-3.1806325	-3.8518746	93.89	LGMN	legumain
84272	3.45e-02	1.49e-03	0.885	3.1773623	2.8128014	39.78	YIPF4	Yip1 domain family member 4
84321	3.48e-02	1.51e-03	1.102	3.1735293	3.4983293	143.81	THOC3	THO complex subunit 3
26118	3.54e-02	1.54e-03	1.088	-3.1669315	-3.4461395	53.18	WSB1	WD repeat and SOCS box containing 1
100506888	3.55e-02	1.55e-03	0.854	3.1644496	2.7011737	102.83	ELOA3DP	elongin A3 family member D, pseudogene
3337	3.67e-02	1.61e-03	0.876	3.1538641	2.7631539	257.85	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
7532	3.67e-02	1.62e-03	0.966	3.1523863	3.044245	325.39	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
11151	3.78e-02	1.68e-03	0.994	3.1421584	3.1220919	588.16	CORO1A	coronin 1A
127262	3.79e-02	1.79e-03	1.219	-3.1237587	-3.8086048	130.69	TPRG1L	tumor protein p63 regulated 1 like
353133	3.79e-02	1.76e-03	0.706	3.1278221	2.2071045	12792.91	LCE1C	late cornified envelope 1C
353131	3.79e-02	1.78e-03	0.7	3.1244771	2.1866344	9476.56	LCE1A	late cornified envelope 1A
5317	3.79e-02	1.74e-03	0.738	3.1316529	2.3116404	1987.62	PKP1	plakophilin 1
3557	3.79e-02	1.71e-03	0.802	3.135879	2.514178	1968.71	IL1RN	interleukin 1 receptor antagonist
3482	3.79e-02	1.74e-03	0.983	-3.1310605	-3.0765682	76.5	IGF2R	insulin like growth factor 2 receptor
84333	3.79e-02	1.78e-03	1.078	-3.1240755	-3.3670283	86.51	PCGF5	polycomb group ring finger 5
1028	3.79e-02	1.72e-03	1.351	3.134743	4.2349552	94.73	CDKN1C	cyclin dependent kinase inhibitor 1C
25820	3.79e-02	1.77e-03	0.849	3.1269963	2.65471	946.04	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
105376781	3.79e-02	1.73e-03	0.797	3.1331435	2.497316	61.09	LOC105376781	uncharacterized LOC105376781
107983955	3.79e-02	1.69e-03	0.854	3.1391888	2.681211	103.5	ELOA3CP	elongin A3 family member C, pseudogene
10365	3.79e-02	1.76e-03	1.082	3.1282894	3.3851967	477.8	KLF2	KLF transcription factor 2
100533975	3.79e-02	1.79e-03	0.609	3.1234891	1.9011487	695.34	SLMO2-ATP5E	SLMO2-ATP5E readthrough
729442	3.80e-02	1.80e-03	0.921	3.1214277	2.8737536	62.12	GAGE12H	G antigen 12H
55666	3.80e-02	1.83e-03	0.866	-3.1160936	-2.6994347	98.1	NPLOC4	NPL4 homolog, ubiquitin recognition factor
84245	3.80e-02	1.82e-03	1.099	3.1174242	3.4255753	122.81	MRI1	methylthioribose-1-phosphate isomerase 1
162963	3.80e-02	1.83e-03	0.897	3.1170705	2.7957262	156.79	ZNF610	zinc finger protein 610
729447	3.80e-02	1.83e-03	0.923	3.1158093	2.874996	123.82	GAGE2A	G antigen 2A
2182	3.85e-02	1.86e-03	1.277	-3.1111434	-3.9741254	28.87	ACSL4	acyl-CoA synthetase long chain family member 4
353145	3.94e-02	1.91e-03	0.757	3.1031356	2.3495349	1569.65	LCE3E	late cornified envelope 3E
7297	3.95e-02	1.93e-03	1.152	3.1006066	3.570698	215.87	TYK2	tyrosine kinase 2
7913	3.98e-02	1.95e-03	1.09	-3.097591	-3.3749545	127.02	DEK	DEK proto-oncogene
81061	4.00e-02	1.97e-03	0.976	3.0946602	3.0200623	45.47	OR11H1	olfactory receptor family 11 subfamily H member 1
401428	4.00e-02	1.98e-03	0.976	3.0932771	3.0193529	157.21	OR2A20P	olfactory receptor family 2 subfamily A member 20 pseudogene
441295	4.05e-02	2.01e-03	1.087	3.0884722	3.3586647	174.57	OR2A9P	olfactory receptor family 2 subfamily A member 9 pseudogene
93474	4.14e-02	2.06e-03	0.746	3.0807605	2.2978481	60.43	ZNF670	zinc finger protein 670
353135	4.17e-02	2.09e-03	0.784	3.0771514	2.4134934	196.28	LCE1E	late cornified envelope 1E
4261	4.23e-02	2.13e-03	1.115	-3.0713417	-3.4233018	117.62	CIITA	class II major histocompatibility complex transactivator
606724	4.31e-02	2.18e-03	1.333	3.0645708	4.0851589	103.55	LOC606724	coronin 1A pseudogene
